"BillNo","Itemname","Quantity","Date","Price","CustomerID","Country","YearMonth","PurchaseCategory"
"565291","WOODEN PICTURE FRAME WHITE FINISH",324,2011-09-02,1.92,18102,"United Kingdom","2011-09","Bulk"
"565291","SMALL ZINC HEART WALL ORGANISER",408,2011-09-02,3.32,18102,"United Kingdom","2011-09","Bulk"
"565291","CREAM HEART CARD HOLDER",324,2011-09-02,2.31,18102,"United Kingdom","2011-09","Bulk"
"565291","BLACK HEART CARD HOLDER",324,2011-09-02,2.31,18102,"United Kingdom","2011-09","Bulk"
"565293","TREASURE ISLAND BOOK BOX",144,2011-09-02,1.95,17857,"United Kingdom","2011-09","Bulk"
"565293","ABC TREASURE BOOK BOX",144,2011-09-02,1.95,17857,"United Kingdom","2011-09","Bulk"
"565311","BLACK RECORD COVER FRAME",72,2011-09-02,3.39,16210,"United Kingdom","2011-09","Bulk"
"565311","RECORD FRAME 7"" SINGLE SIZE",48,2011-09-02,2.1,16210,"United Kingdom","2011-09","Bulk"
"565372","RED WOOLLY HOTTIE WHITE HEART.",48,2011-09-02,3.39,17090,"United Kingdom","2011-09","Bulk"
"565387","PACK OF 72 SKULL CAKE CASES",120,2011-09-02,0.42,14560,"United Kingdom","2011-09","Bulk"
"565459","TRAVEL CARD WALLET KEEP CALM",480,2011-09-05,0.36,16656,"United Kingdom","2011-09","Bulk"
"565459","ALARM CLOCK BAKELIKE CHOCOLATE",24,2011-09-05,3.75,16656,"United Kingdom","2011-09","Bulk"
"565459","ALARM CLOCK BAKELIKE GREEN",24,2011-09-05,3.75,16656,"United Kingdom","2011-09","Bulk"
"565459","BAG 250g SWIRLY MARBLES",72,2011-09-05,0.72,16656,"United Kingdom","2011-09","Bulk"
"565459","VINTAGE SNAP CARDS",72,2011-09-05,0.72,16656,"United Kingdom","2011-09","Bulk"
"565459","CAMOUFLAGE DESIGN TEDDY",192,2011-09-05,2.1,16656,"United Kingdom","2011-09","Bulk"
"565469","TRAY, BREAKFAST IN BED",54,2011-09-05,10.95,17389,"United Kingdom","2011-09","Bulk"
"565480","ART LIGHTS,FUNK MONKEY",40,2011-09-05,2.55,18273,"United Kingdom","2011-09","Bulk"
"565492","PLEASE ONE PERSON METAL SIGN",96,2011-09-05,1.85,13881,"United Kingdom","2011-09","Bulk"
"565589","PLEASE ONE PERSON METAL SIGN",192,2011-09-05,2.4,17450,"United Kingdom","2011-09","Bulk"
"565589","HOT BATHS METAL SIGN",96,2011-09-05,2.4,17450,"United Kingdom","2011-09","Bulk"
"565590","COOK WITH WINE METAL SIGN",144,2011-09-05,1.85,16029,"United Kingdom","2011-09","Bulk"
"565590","HAND OVER THE CHOCOLATE   SIGN",35,2011-09-05,1.66,16029,"United Kingdom","2011-09","Bulk"
"565591","PLEASE ONE PERSON METAL SIGN",96,2011-09-05,1.85,16029,"United Kingdom","2011-09","Bulk"
"565592","LADIES & GENTLEMEN METAL SIGN",144,2011-09-05,2.1,16029,"United Kingdom","2011-09","Bulk"
"565592","PLEASE ONE PERSON METAL SIGN",96,2011-09-05,1.85,16029,"United Kingdom","2011-09","Bulk"
"565669","SET OF 4 NAPKIN CHARMS HEARTS",32,2011-09-06,2.1,17560,"United Kingdom","2011-09","Bulk"
"565669","COLOUR GLASS T-LIGHT HOLDER HANGING",64,2011-09-06,0.65,17560,"United Kingdom","2011-09","Bulk"
"565669","CHINESE DRAGON PAPER LANTERNS",96,2011-09-06,0.42,17560,"United Kingdom","2011-09","Bulk"
"565680","PACK OF 72 SKULL CAKE CASES",240,2011-09-06,0.42,14560,"United Kingdom","2011-09","Bulk"
"565685","PLEASE ONE PERSON METAL SIGN",96,2011-09-06,1.85,15671,"United Kingdom","2011-09","Bulk"
"565685","LADIES & GENTLEMEN METAL SIGN",96,2011-09-06,2.1,15671,"United Kingdom","2011-09","Bulk"
"565685","HAND OVER THE CHOCOLATE   SIGN",48,2011-09-06,1.85,15671,"United Kingdom","2011-09","Bulk"
"565685","COOK WITH WINE METAL SIGN",48,2011-09-06,1.85,15671,"United Kingdom","2011-09","Bulk"
"565685","GINGHAM HEART DECORATION",24,2011-09-06,0.85,15671,"United Kingdom","2011-09","Bulk"
"565685","CHRISTMAS GINGHAM TREE",24,2011-09-06,0.85,15671,"United Kingdom","2011-09","Bulk"
"565685","CHRISTMAS GINGHAM STAR",24,2011-09-06,0.85,15671,"United Kingdom","2011-09","Bulk"
"565685","PARTY CONE CHRISTMAS DECORATION",24,2011-09-06,0.85,15671,"United Kingdom","2011-09","Bulk"
"565736","PLACE SETTING WHITE HEART",432,2011-09-06,0.36,13784,"United Kingdom","2011-09","Bulk"
"565783","LOVE HEART TRINKET POT",48,2011-09-06,0.39,13122,"United Kingdom","2011-09","Bulk"
"565791","LADIES & GENTLEMEN METAL SIGN",48,2011-09-07,2.1,16029,"United Kingdom","2011-09","Bulk"
"565791","PLEASE ONE PERSON METAL SIGN",48,2011-09-07,1.85,16029,"United Kingdom","2011-09","Bulk"
"565793","HAND OVER THE CHOCOLATE   SIGN",96,2011-09-07,1.85,16029,"United Kingdom","2011-09","Bulk"
"565858","SAVE THE PLANET MUG",504,2011-09-07,1.06,17949,"United Kingdom","2011-09","Bulk"
"565901","JUMBO BAG RED RETROSPOT",100,2011-09-07,1.79,13798,"United Kingdom","2011-09","Bulk"
"565901","JUMBO  BAG BAROQUE BLACK WHITE",100,2011-09-07,1.79,13798,"United Kingdom","2011-09","Bulk"
"565901","RED RETROSPOT CHARLOTTE BAG",100,2011-09-07,0.72,13798,"United Kingdom","2011-09","Bulk"
"565901","LUNCH BAG RED RETROSPOT",100,2011-09-07,1.45,13798,"United Kingdom","2011-09","Bulk"
"565901","RED RETROSPOT PICNIC BAG",50,2011-09-07,2.55,13798,"United Kingdom","2011-09","Bulk"
"565901","HOT BATHS METAL SIGN",72,2011-09-07,1.85,13798,"United Kingdom","2011-09","Bulk"
"565901","LADIES & GENTLEMEN METAL SIGN",48,2011-09-07,2.1,13798,"United Kingdom","2011-09","Bulk"
"565901","PLEASE ONE PERSON METAL SIGN",48,2011-09-07,1.85,13798,"United Kingdom","2011-09","Bulk"
"565901","YOU'RE CONFUSING ME METAL SIGN",48,2011-09-07,1.45,13798,"United Kingdom","2011-09","Bulk"
"565914","AGED GLASS SILVER T-LIGHT HOLDER",144,2011-09-07,0.55,18093,"United Kingdom","2011-09","Bulk"
"565914","SILVER GLITTER FLOWER VOTIVE HOLDER",36,2011-09-07,0.29,18093,"United Kingdom","2011-09","Bulk"
"565929","ANTIQUE SILVER T-LIGHT GLASS",72,2011-09-08,1.06,15488,"United Kingdom","2011-09","Bulk"
"565936","STAR WOODEN CHRISTMAS DECORATION",576,2011-09-08,0.72,15653,"United Kingdom","2011-09","Bulk"
"565936","CHRISTMAS RETROSPOT ANGEL WOOD",576,2011-09-08,0.72,15653,"United Kingdom","2011-09","Bulk"
"566009","VINTAGE SNAP CARDS",72,2011-09-08,0.72,16076,"United Kingdom","2011-09","Bulk"
"566028","SMALL CHINESE STYLE SCISSOR",1000,2011-09-08,0.32,13848,"United Kingdom","2011-09","Bulk"
"566037","MINI CAKE STAND  HANGING STRAWBERY",96,2011-09-08,1.45,13249,"United Kingdom","2011-09","Bulk"
"566037","STRAWBERRY CERAMIC TRINKET BOX",144,2011-09-08,1.06,13249,"United Kingdom","2011-09","Bulk"
"566045","TEA COSY RED  STRIPE",50,2011-09-08,2.1,15400,"United Kingdom","2011-09","Bulk"
"566052","ZINC  STAR T-LIGHT HOLDER",64,2011-09-08,1.25,13199,"United Kingdom","2011-09","Bulk"
"566052","SET OF 4 PANTRY JELLY MOULDS",24,2011-09-08,1.25,13199,"United Kingdom","2011-09","Bulk"
"566052","ANTIQUE SILVER TEA GLASS ENGRAVED",72,2011-09-08,1.06,13199,"United Kingdom","2011-09","Bulk"
"566058","SKULLS  WATER TRANSFER TATTOOS",80,2011-09-08,0.85,16682,"United Kingdom","2011-09","Bulk"
"566058","CAMOUFLAGE LED TORCH",24,2011-09-08,1.69,16682,"United Kingdom","2011-09","Bulk"
"566058","PACK OF 12 SPACEBOY TISSUES",24,2011-09-08,0.39,16682,"United Kingdom","2011-09","Bulk"
"566058","PACK OF 72 SKULL CAKE CASES",48,2011-09-08,0.55,16682,"United Kingdom","2011-09","Bulk"
"566058","PLASTERS IN TIN SPACEBOY",24,2011-09-08,1.65,16682,"United Kingdom","2011-09","Bulk"
"566089","HAND OVER THE CHOCOLATE   SIGN",48,2011-09-09,1.85,14062,"United Kingdom","2011-09","Bulk"
"566089","AREA PATROLLED METAL SIGN",72,2011-09-09,1.85,14062,"United Kingdom","2011-09","Bulk"
"566089","HOT BATHS METAL SIGN",72,2011-09-09,1.85,14062,"United Kingdom","2011-09","Bulk"
"566089","NO SINGING METAL SIGN",48,2011-09-09,1.85,14062,"United Kingdom","2011-09","Bulk"
"566089","GIN + TONIC DIET METAL SIGN",96,2011-09-09,2.08,14062,"United Kingdom","2011-09","Bulk"
"566089","PLEASE ONE PERSON METAL SIGN",96,2011-09-09,1.85,14062,"United Kingdom","2011-09","Bulk"
"566089","COOK WITH WINE METAL SIGN",96,2011-09-09,1.85,14062,"United Kingdom","2011-09","Bulk"
"566108","AGED GLASS SILVER T-LIGHT HOLDER",288,2011-09-09,0.55,16027,"United Kingdom","2011-09","Bulk"
"566207","BAG 125g SWIRLY MARBLES",864,2011-09-09,0.27,12830,"United Kingdom","2011-09","Bulk"
"566207","MAGIC DRAWING SLATE PURDEY",192,2011-09-09,0.27,12830,"United Kingdom","2011-09","Bulk"
"566207","MAGIC DRAWING SLATE BUNNIES",192,2011-09-09,0.27,12830,"United Kingdom","2011-09","Bulk"
"566207","MAGIC DRAWING SLATE BAKE A CAKE",192,2011-09-09,0.27,12830,"United Kingdom","2011-09","Bulk"
"566207","MAGIC DRAWING SLATE LEAP FROG",192,2011-09-09,0.27,12830,"United Kingdom","2011-09","Bulk"
"566207","VINTAGE SNAP CARDS",360,2011-09-09,0.58,12830,"United Kingdom","2011-09","Bulk"
"566207","HEADS AND TAILS SPORTING FUN",216,2011-09-09,0.85,12830,"United Kingdom","2011-09","Bulk"
"566207","HOLIDAY FUN LUDO",72,2011-09-09,2.62,12830,"United Kingdom","2011-09","Bulk"
"566207","VINTAGE DONKEY TAIL GAME",72,2011-09-09,2.62,12830,"United Kingdom","2011-09","Bulk"
"566228","JUMBO BAG 50'S CHRISTMAS",100,2011-09-11,1.79,13408,"United Kingdom","2011-09","Bulk"
"566228","HAND WARMER SCOTTY DOG DESIGN",96,2011-09-11,1.85,13408,"United Kingdom","2011-09","Bulk"
"566228","HAND WARMER BIRD DESIGN",96,2011-09-11,1.85,13408,"United Kingdom","2011-09","Bulk"
"566228","HAND WARMER RED RETROSPOT",96,2011-09-11,1.85,13408,"United Kingdom","2011-09","Bulk"
"566228","HAND WARMER OWL DESIGN",96,2011-09-11,1.85,13408,"United Kingdom","2011-09","Bulk"
"566250","RECORD FRAME 7"" SINGLE SIZE",48,2011-09-11,2.1,15587,"United Kingdom","2011-09","Bulk"
"566250","BLACK RECORD COVER FRAME",72,2011-09-11,3.39,15587,"United Kingdom","2011-09","Bulk"
"566257","JAM MAKING SET PRINTED",96,2011-09-11,1.25,13324,"United Kingdom","2011-09","Bulk"
"566257","ROSES REGENCY TEACUP AND SAUCER",24,2011-09-11,2.55,13324,"United Kingdom","2011-09","Bulk"
"566257","PINK REGENCY TEACUP AND SAUCER",24,2011-09-11,2.55,13324,"United Kingdom","2011-09","Bulk"
"566257","GREEN REGENCY TEACUP AND SAUCER",24,2011-09-11,2.55,13324,"United Kingdom","2011-09","Bulk"
"566257","REGENCY CAKESTAND 3 TIER",32,2011-09-11,10.95,13324,"United Kingdom","2011-09","Bulk"
"566257","PACK OF 72 SKULL CAKE CASES",120,2011-09-11,0.42,13324,"United Kingdom","2011-09","Bulk"
"566257","PACK OF 60 DINOSAUR CAKE CASES",120,2011-09-11,0.42,13324,"United Kingdom","2011-09","Bulk"
"566257","60 TEATIME FAIRY CAKE CASES",120,2011-09-11,0.42,13324,"United Kingdom","2011-09","Bulk"
"566257","PACK OF 60 PINK PAISLEY CAKE CASES",120,2011-09-11,0.42,13324,"United Kingdom","2011-09","Bulk"
"566259","GIANT 50'S CHRISTMAS CRACKER",48,2011-09-11,2.49,17317,"United Kingdom","2011-09","Bulk"
"566259","VINTAGE CHRISTMAS BUNTING",150,2011-09-11,4.15,17317,"United Kingdom","2011-09","Bulk"
"566259","ANTIQUE SILVER BAUBLE LAMP",48,2011-09-11,8.25,17317,"United Kingdom","2011-09","Bulk"
"566259","PAPER CHAIN KIT 50'S CHRISTMAS",120,2011-09-11,2.55,17317,"United Kingdom","2011-09","Bulk"
"566259","CHRISTMAS TOILET ROLL",72,2011-09-11,1.06,17317,"United Kingdom","2011-09","Bulk"
"566259","RIBBON REEL SNOWY VILLAGE",120,2011-09-11,1.45,17317,"United Kingdom","2011-09","Bulk"
"566259","15CM CHRISTMAS GLASS BALL 20 LIGHTS",48,2011-09-11,6.95,17317,"United Kingdom","2011-09","Bulk"
"566260","VICTORIAN SEWING BOX SMALL",48,2011-09-11,4.95,14212,"United Kingdom","2011-09","Bulk"
"566260","PACK OF 60 PINK PAISLEY CAKE CASES",120,2011-09-11,0.42,14212,"United Kingdom","2011-09","Bulk"
"566260","60 TEATIME FAIRY CAKE CASES",120,2011-09-11,0.42,14212,"United Kingdom","2011-09","Bulk"
"566260","VINTAGE SNAP CARDS",144,2011-09-11,0.72,14212,"United Kingdom","2011-09","Bulk"
"566260","LUNCH BAG CARS BLUE",100,2011-09-11,1.45,14212,"United Kingdom","2011-09","Bulk"
"566260","LUNCH BAG APPLE DESIGN",100,2011-09-11,1.45,14212,"United Kingdom","2011-09","Bulk"
"566260","STRAWBERRY CHARLOTTE BAG",200,2011-09-11,0.72,14212,"United Kingdom","2011-09","Bulk"
"566260","RED RETROSPOT CHARLOTTE BAG",200,2011-09-11,0.72,14212,"United Kingdom","2011-09","Bulk"
"566260","PACK OF 72 RETROSPOT CAKE CASES",120,2011-09-11,0.42,14212,"United Kingdom","2011-09","Bulk"
"566328","VINTAGE  2 METER FOLDING RULER",24,2011-09-12,1.65,13743,"United Kingdom","2011-09","Bulk"
"566328","TRADITIONAL MODELLING CLAY",24,2011-09-12,1.25,13743,"United Kingdom","2011-09","Bulk"
"566328","MINI PAINT SET VINTAGE",108,2011-09-12,0.65,13743,"United Kingdom","2011-09","Bulk"
"566328","WORLD WAR 2 GLIDERS ASSTD DESIGNS",48,2011-09-12,0.29,13743,"United Kingdom","2011-09","Bulk"
"566334","SET/20 RED RETROSPOT PAPER NAPKINS",96,2011-09-12,0.72,13798,"United Kingdom","2011-09","Bulk"
"566334","STRAWBERRY CHARLOTTE BAG",100,2011-09-12,0.72,13798,"United Kingdom","2011-09","Bulk"
"566334","SWEETHEART CERAMIC TRINKET BOX",72,2011-09-12,1.06,13798,"United Kingdom","2011-09","Bulk"
"566334","PINK CREAM FELT CRAFT TRINKET BOX",144,2011-09-12,1.06,13798,"United Kingdom","2011-09","Bulk"
"566334","MINI CAKE STAND WITH HANGING CAKES",32,2011-09-12,1.25,13798,"United Kingdom","2011-09","Bulk"
"566402","SET/4 DAISY MIRROR MAGNETS",48,2011-09-12,0.29,14997,"United Kingdom","2011-09","Bulk"
"566402","BUBBLEGUM RING ASSORTED",108,2011-09-12,0.42,14997,"United Kingdom","2011-09","Bulk"
"566402","ASSORTED TUTTI FRUTTI BRACELET",72,2011-09-12,0.19,14997,"United Kingdom","2011-09","Bulk"
"566402","HOUSE SHAPE PENCIL SHARPENER",96,2011-09-12,0.06,14997,"United Kingdom","2011-09","Bulk"
"566402","ASSORTED TUTTI FRUTTI KEYRING BALL",48,2011-09-12,0.29,14997,"United Kingdom","2011-09","Bulk"
"566402","DANISH ROSE PHOTO FRAME",24,2011-09-12,0.79,14997,"United Kingdom","2011-09","Bulk"
"566402","BLUE CHARLIE+LOLA PERSONAL DOORSIGN",48,2011-09-12,0.39,14997,"United Kingdom","2011-09","Bulk"
"566402","RED CHARLIE+LOLA PERSONAL DOORSIGN",48,2011-09-12,0.39,14997,"United Kingdom","2011-09","Bulk"
"566402","BEADED CRYSTAL HEART BLUE  LARGE",24,2011-09-12,0.79,14997,"United Kingdom","2011-09","Bulk"
"566402","HEART OF WICKER SMALL",24,2011-09-12,1.65,14997,"United Kingdom","2011-09","Bulk"
"566402","GINGHAM HEART DECORATION",48,2011-09-12,0.85,14997,"United Kingdom","2011-09","Bulk"
"566402","STRAWBERRY CERAMIC TRINKET BOX",24,2011-09-12,1.25,14997,"United Kingdom","2011-09","Bulk"
"566481","JUMBO BAG OWLS",300,2011-09-13,1.79,15769,"United Kingdom","2011-09","Bulk"
"566481","JUMBO BAG SPACEBOY DESIGN",200,2011-09-13,1.79,15769,"United Kingdom","2011-09","Bulk"
"566481","JUMBO BAG PINK POLKADOT",200,2011-09-13,1.79,15769,"United Kingdom","2011-09","Bulk"
"566494","RED SPOT PAPER GIFT BAG",200,2011-09-13,0.82,17404,"Sweden","2011-09","Bulk"
"566494","MINI PAINT SET VINTAGE",576,2011-09-13,0.65,17404,"Sweden","2011-09","Bulk"
"566494","SET OF 20 VINTAGE CHRISTMAS NAPKINS",96,2011-09-13,0.68,17404,"Sweden","2011-09","Bulk"
"566494","PACK OF 20 NAPKINS PANTRY DESIGN",96,2011-09-13,0.85,17404,"Sweden","2011-09","Bulk"
"566494","SET 40 HEART SHAPE PETIT FOUR CASES",480,2011-09-13,1.65,17404,"Sweden","2011-09","Bulk"
"566494","SET OF 12 FAIRY CAKE BAKING CASES",128,2011-09-13,0.83,17404,"Sweden","2011-09","Bulk"
"566494","60 CAKE CASES VINTAGE CHRISTMAS",240,2011-09-13,0.55,17404,"Sweden","2011-09","Bulk"
"566494","60 CAKE CASES DOLLY GIRL DESIGN",240,2011-09-13,0.55,17404,"Sweden","2011-09","Bulk"
"566494","SPACEBOY ROCKET LOLLY MAKERS",48,2011-09-13,2.08,17404,"Sweden","2011-09","Bulk"
"566494","BUBBLEGUM RING ASSORTED",720,2011-09-13,0.42,17404,"Sweden","2011-09","Bulk"
"566494","WORLD WAR 2 GLIDERS ASSTD DESIGNS",288,2011-09-13,0.29,17404,"Sweden","2011-09","Bulk"
"566494","JAM MAKING SET PRINTED",192,2011-09-13,1.45,17404,"Sweden","2011-09","Bulk"
"566494","STORAGE TIN VINTAGE DOILY",144,2011-09-13,2.89,17404,"Sweden","2011-09","Bulk"
"566494","TREASURE TIN GYMKHANA DESIGN",144,2011-09-13,2.08,17404,"Sweden","2011-09","Bulk"
"566494","TREASURE TIN BUFFALO BILL",144,2011-09-13,2.08,17404,"Sweden","2011-09","Bulk"
"566494","SET OF 36 DOILIES PANTRY DESIGN",144,2011-09-13,1.45,17404,"Sweden","2011-09","Bulk"
"566494","SET OF 72 RETROSPOT PAPER  DOILIES",192,2011-09-13,1.45,17404,"Sweden","2011-09","Bulk"
"566556","CHILLI LIGHTS",48,2011-09-13,4.95,16353,"United Kingdom","2011-09","Bulk"
"566575","WICKER STAR",60,2011-09-13,1.85,17133,"United Kingdom","2011-09","Bulk"
"566575","HEART OF WICKER SMALL",120,2011-09-13,1.45,17133,"United Kingdom","2011-09","Bulk"
"566575","COLOUR GLASS T-LIGHT HOLDER HANGING",360,2011-09-13,0.55,17133,"United Kingdom","2011-09","Bulk"
"566575","HANGING METAL STAR LANTERN",96,2011-09-13,1.45,17133,"United Kingdom","2011-09","Bulk"
"566575","GARDENERS KNEELING PAD CUP OF TEA",240,2011-09-13,1.45,17133,"United Kingdom","2011-09","Bulk"
"566575","GARDENERS KNEELING PAD KEEP CALM",240,2011-09-13,1.45,17133,"United Kingdom","2011-09","Bulk"
"566575","PARTY BUNTING",50,2011-09-13,4.15,17133,"United Kingdom","2011-09","Bulk"
"566575","AREA PATROLLED METAL SIGN",72,2011-09-13,1.85,17133,"United Kingdom","2011-09","Bulk"
"566595","PACK OF 60 DINOSAUR CAKE CASES",600,2011-09-13,0.42,18251,"United Kingdom","2011-09","Bulk"
"566595","PACK OF 72 SKULL CAKE CASES",600,2011-09-13,0.42,18251,"United Kingdom","2011-09","Bulk"
"566595","72 SWEETHEART FAIRY CAKE CASES",600,2011-09-13,0.42,18251,"United Kingdom","2011-09","Bulk"
"566595","60 TEATIME FAIRY CAKE CASES",600,2011-09-13,0.42,18251,"United Kingdom","2011-09","Bulk"
"566595","VINTAGE CHRISTMAS CAKE FRILL",480,2011-09-13,1.45,18251,"United Kingdom","2011-09","Bulk"
"566595","PACK OF 72 RETROSPOT CAKE CASES",600,2011-09-13,0.42,18251,"United Kingdom","2011-09","Bulk"
"566595","PACK OF 60 PINK PAISLEY CAKE CASES",600,2011-09-13,0.42,18251,"United Kingdom","2011-09","Bulk"
"566595","PACK OF 12 50'S CHRISTMAS TISSUES",432,2011-09-13,0.32,18251,"United Kingdom","2011-09","Bulk"
"566595","PACK OF 12 VINTAGE DOILY TISSUES",432,2011-09-13,0.32,18251,"United Kingdom","2011-09","Bulk"
"566595","PACK OF 12 VINTAGE LEAF TISSUES",432,2011-09-13,0.32,18251,"United Kingdom","2011-09","Bulk"
"566595","RED RETROSPOT TISSUE BOX",360,2011-09-13,0.39,18251,"United Kingdom","2011-09","Bulk"
"566595","PINK PAISLEY SQUARE TISSUE BOX",432,2011-09-13,0.39,18251,"United Kingdom","2011-09","Bulk"
"566595","SET OF 20 VINTAGE CHRISTMAS NAPKINS",576,2011-09-13,0.72,18251,"United Kingdom","2011-09","Bulk"
"566595","36 DOILIES VINTAGE CHRISTMAS",288,2011-09-13,1.25,18251,"United Kingdom","2011-09","Bulk"
"566595","60 CAKE CASES VINTAGE CHRISTMAS",720,2011-09-13,0.42,18251,"United Kingdom","2011-09","Bulk"
"566595","BAKING SET 9 PIECE RETROSPOT",72,2011-09-13,4.25,18251,"United Kingdom","2011-09","Bulk"
"566619","COOK WITH WINE METAL SIGN",48,2011-09-14,1.85,13798,"United Kingdom","2011-09","Bulk"
"566619","CHRISTMAS PUDDING TRINKET POT",48,2011-09-14,1.25,13798,"United Kingdom","2011-09","Bulk"
"566619","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",100,2011-09-14,1.79,13798,"United Kingdom","2011-09","Bulk"
"566623","RAIN PONCHO RETROSPOT",72,2011-09-14,0.85,12756,"Japan","2011-09","Bulk"
"566623","POLKADOT RAIN HAT",24,2011-09-14,0.42,12756,"Japan","2011-09","Bulk"
"566623","KIDS RAIN MAC PINK",24,2011-09-14,0.85,12756,"Japan","2011-09","Bulk"
"566623","KIDS RAIN MAC BLUE",24,2011-09-14,0.85,12756,"Japan","2011-09","Bulk"
"566633","TREASURE TIN GYMKHANA DESIGN",24,2011-09-14,2.08,17193,"United Kingdom","2011-09","Bulk"
"566633","SET OF 4 KNICK KNACK TINS LONDON",24,2011-09-14,4.15,17193,"United Kingdom","2011-09","Bulk"
"566633","SET OF 4 KNICK KNACK TINS DOILY",24,2011-09-14,4.15,17193,"United Kingdom","2011-09","Bulk"
"566633","TREASURE TIN BUFFALO BILL",24,2011-09-14,2.08,17193,"United Kingdom","2011-09","Bulk"
"566635","HANGING JAM JAR T-LIGHT HOLDERS",288,2011-09-14,0.85,NA,"United Kingdom","2011-09","Bulk"
"566727","ANTIQUE SILVER TEA GLASS ENGRAVED",216,2011-09-14,1.06,17347,"United Kingdom","2011-09","Bulk"
"566817","JUMBO BAG PEARS",30,2011-09-15,2.08,16160,"United Kingdom","2011-09","Bulk"
"566817","JUMBO BAG APPLES",30,2011-09-15,2.08,16160,"United Kingdom","2011-09","Bulk"
"566817","JUMBO BAG VINTAGE DOILY",30,2011-09-15,2.08,16160,"United Kingdom","2011-09","Bulk"
"566817","LUNCH BAG APPLE DESIGN",30,2011-09-15,1.65,16160,"United Kingdom","2011-09","Bulk"
"566817","LUNCH BAG VINTAGE DOILY",30,2011-09-15,1.65,16160,"United Kingdom","2011-09","Bulk"
"566817","LUNCH BAG VINTAGE LEAF DESIGN",30,2011-09-15,1.65,16160,"United Kingdom","2011-09","Bulk"
"566817","ASSORTED COLOUR BIRD ORNAMENT",160,2011-09-15,1.45,16160,"United Kingdom","2011-09","Bulk"
"566817","GLASS HEART T-LIGHT HOLDER",96,2011-09-15,0.64,16160,"United Kingdom","2011-09","Bulk"
"566817","PACK OF 12 PINK PAISLEY TISSUES",48,2011-09-15,0.39,16160,"United Kingdom","2011-09","Bulk"
"566817","PACK OF 12 VINTAGE DOILY TISSUES",48,2011-09-15,0.39,16160,"United Kingdom","2011-09","Bulk"
"566817","PACK OF 12 SPACEBOY TISSUES",48,2011-09-15,0.39,16160,"United Kingdom","2011-09","Bulk"
"566817","PACK OF 12 DOLLY GIRL TISSUES",48,2011-09-15,0.39,16160,"United Kingdom","2011-09","Bulk"
"566817","PACK OF 12 RED APPLE TISSUES",48,2011-09-15,0.39,16160,"United Kingdom","2011-09","Bulk"
"566817","PACK OF 12 VINTAGE LEAF TISSUES",48,2011-09-15,0.39,16160,"United Kingdom","2011-09","Bulk"
"566817","WORLD WAR 2 GLIDERS ASSTD DESIGNS",288,2011-09-15,0.21,16160,"United Kingdom","2011-09","Bulk"
"566823","BUBBLEGUM RING ASSORTED",36,2011-09-15,0.42,14227,"United Kingdom","2011-09","Bulk"
"566848","WHITE HANGING HEART T-LIGHT HOLDER",128,2011-09-15,2.55,18172,"United Kingdom","2011-09","Bulk"
"566867","MULTI COLOUR SILVER T-LIGHT HOLDER",192,2011-09-15,0.72,13694,"United Kingdom","2011-09","Bulk"
"566867","FEATHER PEN,HOT PINK",120,2011-09-15,0.39,13694,"United Kingdom","2011-09","Bulk"
"566867","FEATHER PEN,COAL BLACK",120,2011-09-15,0.39,13694,"United Kingdom","2011-09","Bulk"
"566867","SET OF 4 PANTRY JELLY MOULDS",144,2011-09-15,1.06,13694,"United Kingdom","2011-09","Bulk"
"566867","PARTY BUNTING",150,2011-09-15,4.15,13694,"United Kingdom","2011-09","Bulk"
"566867","CHILLI LIGHTS",96,2011-09-15,4.95,13694,"United Kingdom","2011-09","Bulk"
"566867","PAPER BUNTING RETROSPOT",40,2011-09-15,2.55,13694,"United Kingdom","2011-09","Bulk"
"566867","HEART OF WICKER SMALL",40,2011-09-15,1.45,13694,"United Kingdom","2011-09","Bulk"
"566931","DOORMAT MERRY CHRISTMAS RED",200,2011-09-15,4.58,18102,"United Kingdom","2011-09","Bulk"
"566931","DOORMAT PEACE ON EARTH BLUE",600,2011-09-15,4.58,18102,"United Kingdom","2011-09","Bulk"
"566931","DOORMAT CHRISTMAS VILLAGE",450,2011-09-15,4.58,18102,"United Kingdom","2011-09","Bulk"
"566934","DOORMAT HEARTS",500,2011-09-15,4.58,18102,"United Kingdom","2011-09","Bulk"
"566934","DOORMAT WELCOME PUPPIES",150,2011-09-15,4.58,18102,"United Kingdom","2011-09","Bulk"
"566934","DOORMAT NEW ENGLAND",500,2011-09-15,4.58,18102,"United Kingdom","2011-09","Bulk"
"566934","DOORMAT FAIRY CAKE",500,2011-09-15,4.58,18102,"United Kingdom","2011-09","Bulk"
"566934","DOORMAT ENGLISH ROSE",350,2011-09-15,4.58,18102,"United Kingdom","2011-09","Bulk"
"566934","DOORMAT BLACK FLOCK",93,2011-09-15,4.58,18102,"United Kingdom","2011-09","Bulk"
"566934","DOORMAT UNION FLAG",500,2011-09-15,4.58,18102,"United Kingdom","2011-09","Bulk"
"566934","DOORMAT TOPIARY",300,2011-09-15,4.58,18102,"United Kingdom","2011-09","Bulk"
"566935","DOORMAT MULTICOLOUR STRIPE",400,2011-09-15,4.58,18102,"United Kingdom","2011-09","Bulk"
"566935","DOORMAT 3 SMILEY CATS",500,2011-09-15,4.58,18102,"United Kingdom","2011-09","Bulk"
